date,buy tesla_unscaled,buy tesla_monthly,isPartial,scale,buy tesla,elon musk_unscaled,elon musk_monthly,isPartial,scale,elon musk,model 3_unscaled,model 3_monthly,isPartial,scale,model 3,model y_unscaled,model y_monthly,isPartial,scale,model y,tsla stock_unscaled,tsla stock_monthly,isPartial,scale,tsla stock,tesla earnings_unscaled,tesla earnings_monthly,isPartial,scale,tesla earnings,car market_unscaled,car market_monthly,isPartial,scale,car market,electric vehicles_unscaled,electric vehicles_monthly,isPartial,scale,electric vehicles,environment_unscaled,environment_monthly,isPartial,scale,environment,elon musk fraud_unscaled,elon musk fraud_monthly,isPartial,scale,elon musk fraud,whistleblower_unscaled,whistleblower_monthly,isPartial,scale,whistleblower,union_unscaled,union_monthly,isPartial,scale,union,tesla debt_unscaled,tesla debt_monthly,isPartial,scale,tesla debt,subsidy_unscaled,subsidy_monthly,isPartial,scale,subsidy
2020-12-29,58,39.0,,0.39,22.62,37,10.0,,0.1,3.7,87,89.0,,0.89,77.43,59,86.0,,0.86,50.74,58,53.0,,0.53,30.740000000000002,64,6.0,,0.06,3.84,36,44.0,,0.44,15.84,90,37.0,,0.37,33.3,37,33.0,,0.33,12.21,0.0,0.0,,0.0,0.0,26,4.0,,0.04,1.04,67,98.0,,0.98,65.66,0,41.0,,0.41,0.0,36,29.0,,0.29,10.44
2020-12-30,38,39.0,,0.39,14.82,37,10.0,,0.1,3.7,80,89.0,,0.89,71.2,73,86.0,,0.86,62.78,55,53.0,,0.53,29.150000000000002,95,6.0,,0.06,5.7,100,44.0,,0.44,44.0,52,37.0,,0.37,19.24,46,33.0,,0.33,15.180000000000001,0.0,0.0,,0.0,0.0,31,4.0,,0.04,1.24,100,98.0,,0.98,98.0,0,41.0,,0.41,0.0,14,29.0,,0.29,4.06
2020-12-31,81,39.0,,0.39,31.59,38,10.0,,0.1,3.8000000000000003,69,89.0,,0.89,61.410000000000004,64,86.0,,0.86,55.04,64,53.0,,0.53,33.92,95,6.0,,0.06,5.7,57,44.0,,0.44,25.080000000000002,67,37.0,,0.37,24.79,28,33.0,,0.33,9.24,0.0,0.0,,0.0,0.0,42,4.0,,0.04,1.68,97,98.0,,0.98,95.06,51,41.0,,0.41,20.91,35,29.0,,0.29,10.149999999999999
2021-01-01,28,39.0,,0.39,10.92,14,10.0,,0.1,1.4000000000000001,77,89.0,,0.89,68.53,61,86.0,,0.86,52.46,10,53.0,,0.53,5.300000000000001,1,6.0,,0.06,0.06,68,44.0,,0.44,29.92,15,37.0,,0.37,5.55,26,33.0,,0.33,8.58,0.0,0.0,,0.0,0.0,20,4.0,,0.04,0.8,68,98.0,,0.98,66.64,0,41.0,,0.41,0.0,32,29.0,,0.29,9.28
2021-01-02,33,39.0,,0.39,12.870000000000001,15,10.0,,0.1,1.5,80,89.0,,0.89,71.2,60,86.0,,0.86,51.6,10,53.0,,0.53,5.300000000000001,0,6.0,,0.06,0.0,74,44.0,,0.44,32.56,14,37.0,,0.37,5.18,30,33.0,,0.33,9.9,0.0,0.0,,0.0,0.0,40,4.0,,0.04,1.6,74,98.0,,0.98,72.52,0,41.0,,0.41,0.0,31,29.0,,0.29,8.99
2021-01-03,28,72.0,False,0.72,20.16,12,39.0,False,0.39,4.68,78,80.0,False,0.8,62.400000000000006,37,81.0,False,0.81,29.970000000000002,8,96.0,False,0.96,7.68,1,14.0,False,0.14,0.14,61,41.0,False,0.41,25.009999999999998,29,41.0,False,0.41,11.889999999999999,34,58.0,False,0.58,19.72,0.0,0.0,False,0.0,0.0,82,4.0,False,0.04,3.2800000000000002,49,92.0,False,0.92,45.080000000000005,0,58.0,False,0.58,0.0,32,47.0,False,0.47,15.04
2021-01-04,25,72.0,,0.72,18.0,9,39.0,,0.39,3.5100000000000002,47,80.0,,0.8,37.6,46,81.0,,0.81,37.260000000000005,58,96.0,,0.96,55.68,1,14.0,,0.14,0.14,50,41.0,,0.41,20.5,7,41.0,,0.41,2.8699999999999997,54,58.0,,0.58,31.319999999999997,0.0,0.0,,0.0,0.0,18,4.0,,0.04,0.72,100,92.0,,0.92,92.0,0,58.0,,0.58,0.0,72,47.0,,0.47,33.839999999999996
2021-01-05,17,72.0,,0.72,12.24,11,39.0,,0.39,4.29,65,80.0,,0.8,52.0,40,81.0,,0.81,32.400000000000006,46,96.0,,0.96,44.16,2,14.0,,0.14,0.28,31,41.0,,0.41,12.709999999999999,37,41.0,,0.41,15.17,70,58.0,,0.58,40.599999999999994,0.0,0.0,,0.0,0.0,37,4.0,,0.04,1.48,83,92.0,,0.92,76.36,0,58.0,,0.58,0.0,43,47.0,,0.47,20.209999999999997
2021-01-06,43,72.0,,0.72,30.959999999999997,10,39.0,,0.39,3.9000000000000004,44,80.0,,0.8,35.2,44,81.0,,0.81,35.64,56,96.0,,0.96,53.76,4,14.0,,0.14,0.56,30,41.0,,0.41,12.299999999999999,19,41.0,,0.41,7.789999999999999,73,58.0,,0.58,42.339999999999996,0.0,0.0,,0.0,0.0,44,4.0,,0.04,1.76,71,92.0,,0.92,65.32000000000001,0,58.0,,0.58,0.0,35,47.0,,0.47,16.45
2021-01-07,55,72.0,,0.72,39.6,83,39.0,,0.39,32.370000000000005,70,80.0,,0.8,56.0,41,81.0,,0.81,33.21,78,96.0,,0.96,74.88,6,14.0,,0.14,0.8400000000000001,85,41.0,,0.41,34.85,26,41.0,,0.41,10.66,77,58.0,,0.58,44.66,0.0,0.0,,0.0,0.0,46,4.0,,0.04,1.84,70,92.0,,0.92,64.4,49,58.0,,0.58,28.419999999999998,43,47.0,,0.47,20.209999999999997
2021-01-08,100,72.0,,0.72,72.0,100,39.0,,0.39,39.0,79,80.0,,0.8,63.2,89,81.0,,0.81,72.09,100,96.0,,0.96,96.0,7,14.0,,0.14,0.9800000000000001,49,41.0,,0.41,20.09,3,41.0,,0.41,1.23,70,58.0,,0.58,40.599999999999994,0.0,0.0,,0.0,0.0,55,4.0,,0.04,2.2,82,92.0,,0.92,75.44,49,58.0,,0.58,28.419999999999998,43,47.0,,0.47,20.209999999999997
2021-01-09,61,72.0,,0.72,43.92,54,39.0,,0.39,21.060000000000002,62,80.0,,0.8,49.6,100,81.0,,0.81,81.0,26,96.0,,0.96,24.96,3,14.0,,0.14,0.42000000000000004,40,41.0,,0.41,16.4,32,41.0,,0.41,13.12,41,58.0,,0.58,23.779999999999998,0.0,0.0,,0.0,0.0,80,4.0,,0.04,3.2,60,92.0,,0.92,55.2,54,58.0,,0.58,31.319999999999997,39,47.0,,0.47,18.33
2021-01-10,81,60.0,False,0.6,48.6,36,30.0,False,0.3,10.799999999999999,67,78.0,False,0.78,52.260000000000005,70,79.0,False,0.79,55.300000000000004,17,87.0,False,0.87,14.79,4,13.0,False,0.13,0.52,54,50.0,False,0.5,27.0,32,53.0,False,0.53,16.96,40,77.0,False,0.77,30.8,0.0,48.0,False,0.48,0.0,100,5.0,False,0.05,5.0,47,82.0,False,0.82,38.54,0,20.0,False,0.2,0.0,39,48.0,False,0.48,18.72
2021-01-11,65,60.0,,0.6,39.0,30,30.0,,0.3,9.0,74,78.0,,0.78,57.72,58,79.0,,0.79,45.82,81,87.0,,0.87,70.47,2,13.0,,0.13,0.26,18,50.0,,0.5,9.0,26,53.0,,0.53,13.780000000000001,67,77.0,,0.77,51.59,0.0,48.0,,0.48,0.0,45,5.0,,0.05,2.25,72,82.0,,0.82,59.04,48,20.0,,0.2,9.600000000000001,35,48.0,,0.48,16.8
2021-01-12,41,60.0,,0.6,24.599999999999998,30,30.0,,0.3,9.0,61,78.0,,0.78,47.58,45,79.0,,0.79,35.550000000000004,70,87.0,,0.87,60.9,3,13.0,,0.13,0.39,43,50.0,,0.5,21.5,39,53.0,,0.53,20.67,72,77.0,,0.77,55.44,99.0,48.0,,0.48,47.519999999999996,55,5.0,,0.05,2.75,67,82.0,,0.82,54.94,0,20.0,,0.2,0.0,100,48.0,,0.48,48.0
2021-01-13,39,60.0,,0.6,23.4,37,30.0,,0.3,11.1,69,78.0,,0.78,53.82,61,79.0,,0.79,48.190000000000005,74,87.0,,0.87,64.38,3,13.0,,0.13,0.39,25,50.0,,0.5,12.5,27,53.0,,0.53,14.31,82,77.0,,0.77,63.14,100.0,48.0,,0.48,48.0,46,5.0,,0.05,2.3000000000000003,66,82.0,,0.82,54.12,0,20.0,,0.2,0.0,43,48.0,,0.48,20.64
2021-01-14,45,60.0,,0.6,27.0,27,30.0,,0.3,8.1,59,78.0,,0.78,46.02,48,79.0,,0.79,37.92,69,87.0,,0.87,60.03,7,13.0,,0.13,0.91,100,50.0,,0.5,50.0,23,53.0,,0.53,12.190000000000001,95,77.0,,0.77,73.15,0.0,48.0,,0.48,0.0,65,5.0,,0.05,3.25,71,82.0,,0.82,58.22,50,20.0,,0.2,10.0,58,48.0,,0.48,27.84
2021-01-15,34,60.0,,0.6,20.4,19,30.0,,0.3,5.7,71,78.0,,0.78,55.38,53,79.0,,0.79,41.870000000000005,56,87.0,,0.87,48.72,2,13.0,,0.13,0.26,63,50.0,,0.5,31.5,17,53.0,,0.53,9.01,87,77.0,,0.77,66.99,0.0,48.0,,0.48,0.0,56,5.0,,0.05,2.8000000000000003,77,82.0,,0.82,63.13999999999999,100,20.0,,0.2,20.0,66,48.0,,0.48,31.68
2021-01-16,25,60.0,,0.6,15.0,23,30.0,,0.3,6.8999999999999995,73,78.0,,0.78,56.940000000000005,84,79.0,,0.79,66.36,11,87.0,,0.87,9.57,4,13.0,,0.13,0.52,34,50.0,,0.5,17.0,22,53.0,,0.53,11.66,52,77.0,,0.77,40.04,0.0,48.0,,0.48,0.0,72,5.0,,0.05,3.6,58,82.0,,0.82,47.559999999999995,0,20.0,,0.2,0.0,8,48.0,,0.48,3.84
2021-01-17,36,50.0,False,0.5,18.0,18,16.0,False,0.16,2.88,87,81.0,False,0.81,70.47,61,75.0,False,0.75,45.75,6,48.0,False,0.48,2.88,0,22.0,False,0.22,0.0,73,55.0,False,0.55,40.150000000000006,21,49.0,False,0.49,10.29,49,76.0,False,0.76,37.24,0.0,0.0,False,0.0,0.0,40,4.0,False,0.04,1.6,43,82.0,False,0.82,35.26,0,39.0,False,0.39,0.0,39,59.0,False,0.59,23.009999999999998
2021-01-18,35,50.0,,0.5,17.5,15,16.0,,0.16,2.4,59,81.0,,0.81,47.790000000000006,58,75.0,,0.75,43.5,12,48.0,,0.48,5.76,2,22.0,,0.22,0.44,45,55.0,,0.55,24.750000000000004,28,49.0,,0.49,13.719999999999999,59,76.0,,0.76,44.84,0.0,0.0,,0.0,0.0,97,4.0,,0.04,3.88,62,82.0,,0.82,50.839999999999996,52,39.0,,0.39,20.28,68,59.0,,0.59,40.12
2021-01-19,14,50.0,,0.5,7.0,17,16.0,,0.16,2.72,76,81.0,,0.81,61.56,46,75.0,,0.75,34.5,45,48.0,,0.48,21.599999999999998,3,22.0,,0.22,0.66,37,55.0,,0.55,20.35,23,49.0,,0.49,11.27,90,76.0,,0.76,68.4,0.0,0.0,,0.0,0.0,84,4.0,,0.04,3.36,73,82.0,,0.82,59.86,0,39.0,,0.39,0.0,29,59.0,,0.59,17.11
2021-01-20,30,50.0,,0.5,15.0,18,16.0,,0.16,2.88,65,81.0,,0.81,52.650000000000006,63,75.0,,0.75,47.25,38,48.0,,0.48,18.24,7,22.0,,0.22,1.54,43,55.0,,0.55,23.650000000000002,33,49.0,,0.49,16.169999999999998,87,76.0,,0.76,66.12,0.0,0.0,,0.0,0.0,18,4.0,,0.04,0.72,67,82.0,,0.82,54.94,0,39.0,,0.39,0.0,71,59.0,,0.59,41.89
2021-01-21,33,50.0,,0.5,16.5,15,16.0,,0.16,2.4,64,81.0,,0.81,51.84,58,75.0,,0.75,43.5,49,48.0,,0.48,23.52,9,22.0,,0.22,1.98,67,55.0,,0.55,36.85,33,49.0,,0.49,16.169999999999998,92,76.0,,0.76,69.92,0.0,0.0,,0.0,0.0,64,4.0,,0.04,2.56,69,82.0,,0.82,56.58,0,39.0,,0.39,0.0,85,59.0,,0.59,50.15
2021-01-22,37,50.0,,0.5,18.5,20,16.0,,0.16,3.2,70,81.0,,0.81,56.7,51,75.0,,0.75,38.25,46,48.0,,0.48,22.08,13,22.0,,0.22,2.86,88,55.0,,0.55,48.400000000000006,13,49.0,,0.49,6.37,93,76.0,,0.76,70.68,0.0,0.0,,0.0,0.0,84,4.0,,0.04,3.36,73,82.0,,0.82,59.86,50,39.0,,0.39,19.5,87,59.0,,0.59,51.33
2021-01-23,31,50.0,,0.5,15.5,22,16.0,,0.16,3.52,70,81.0,,0.81,56.7,47,75.0,,0.75,35.25,8,48.0,,0.48,3.84,6,22.0,,0.22,1.32,68,55.0,,0.55,37.400000000000006,40,49.0,,0.49,19.6,55,76.0,,0.76,41.8,0.0,0.0,,0.0,0.0,92,4.0,,0.04,3.68,64,82.0,,0.82,52.48,0,39.0,,0.39,0.0,40,59.0,,0.59,23.599999999999998
2021-01-24,18,79.0,False,0.79,14.22,17,33.0,False,0.33,5.61,100,77.0,False,0.77,77.0,74,70.0,False,0.7,51.8,7,91.0,False,0.91,6.37,7,100.0,False,1.0,7.0,81,61.0,False,0.61,49.41,25,76.0,False,0.76,19.0,64,83.0,False,0.83,53.12,0.0,47.0,False,0.47,0.0,20,4.0,False,0.04,0.8,42,83.0,False,0.83,34.86,0,20.0,False,0.2,0.0,24,57.0,False,0.57,13.68
2021-01-25,46,79.0,,0.79,36.34,15,33.0,,0.33,4.95,83,77.0,,0.77,63.910000000000004,40,70.0,,0.7,28.0,51,91.0,,0.91,46.410000000000004,23,100.0,,1.0,23.0,48,61.0,,0.61,29.28,58,76.0,,0.76,44.08,81,83.0,,0.83,67.22999999999999,0.0,47.0,,0.47,0.0,54,4.0,,0.04,2.16,69,83.0,,0.83,57.269999999999996,0,20.0,,0.2,0.0,70,57.0,,0.57,39.9
2021-01-26,41,79.0,,0.79,32.39,26,33.0,,0.33,8.58,79,77.0,,0.77,60.83,41,70.0,,0.7,28.7,55,91.0,,0.91,50.050000000000004,28,100.0,,1.0,28.0,55,61.0,,0.61,33.55,62,76.0,,0.76,47.12,95,83.0,,0.83,78.85,0.0,47.0,,0.47,0.0,55,4.0,,0.04,2.2,67,83.0,,0.83,55.61,0,20.0,,0.2,0.0,14,57.0,,0.57,7.9799999999999995
2021-01-27,64,79.0,,0.79,50.56,39,33.0,,0.33,12.870000000000001,60,77.0,,0.77,46.2,46,70.0,,0.7,32.199999999999996,85,91.0,,0.91,77.35000000000001,100,100.0,,1.0,100.0,37,61.0,,0.61,22.57,73,76.0,,0.76,55.480000000000004,87,83.0,,0.83,72.21,0.0,47.0,,0.47,0.0,83,4.0,,0.04,3.3200000000000003,67,83.0,,0.83,55.61,0,20.0,,0.2,0.0,72,57.0,,0.57,41.04
2021-01-28,64,79.0,,0.79,50.56,42,33.0,,0.33,13.860000000000001,68,77.0,,0.77,52.36,46,70.0,,0.7,32.199999999999996,96,91.0,,0.91,87.36,21,100.0,,1.0,21.0,75,61.0,,0.61,45.75,100,76.0,,0.76,76.0,95,83.0,,0.83,78.85,0.0,47.0,,0.47,0.0,65,4.0,,0.04,2.6,72,83.0,,0.83,59.76,50,20.0,,0.2,10.0,72,57.0,,0.57,41.04
2021-01-29,79,79.0,,0.79,62.410000000000004,55,33.0,,0.33,18.150000000000002,57,77.0,,0.77,43.89,48,70.0,,0.7,33.599999999999994,73,91.0,,0.91,66.43,3,100.0,,1.0,3.0,95,61.0,,0.61,57.949999999999996,68,76.0,,0.76,51.68,100,83.0,,0.83,83.0,0.0,47.0,,0.47,0.0,66,4.0,,0.04,2.64,76,83.0,,0.83,63.08,0,20.0,,0.2,0.0,44,57.0,,0.57,25.08
2021-01-30,66,79.0,,0.79,52.14,38,33.0,,0.33,12.540000000000001,62,77.0,,0.77,47.74,73,70.0,,0.7,51.099999999999994,21,91.0,,0.91,19.11,2,100.0,,1.0,2.0,63,61.0,,0.61,38.43,60,76.0,,0.76,45.6,53,83.0,,0.83,43.989999999999995,0.0,47.0,,0.47,0.0,10,4.0,,0.04,0.4,62,83.0,,0.83,51.46,0,20.0,,0.2,0.0,57,57.0,,0.57,32.489999999999995
2021-01-31,88,100.0,False,1.0,88.0,28,31.0,False,0.31,8.68,82,75.0,False,0.75,61.5,67,64.0,False,0.64,42.88,11,64.0,False,0.64,7.04,0,6.0,False,0.06,0.0,56,66.0,False,0.66,36.96,52,84.0,False,0.84,43.68,67,89.0,False,0.89,59.63,0.0,0.0,False,0.0,0.0,41,3.0,False,0.03,1.23,46,85.0,False,0.85,39.1,0,19.0,False,0.19,0.0,32,47.0,False,0.47,15.04
2021-02-01,100,100.0,,1.0,100.0,92,31.0,,0.31,28.52,80,75.0,,0.75,60.0,43,64.0,,0.64,27.52,53,64.0,,0.64,33.92,59,6.0,,0.06,3.54,48,66.0,,0.66,31.68,57,84.0,,0.84,47.879999999999995,86,89.0,,0.89,76.54,0.0,0.0,,0.0,0.0,87,3.0,,0.03,2.61,91,85.0,,0.85,77.35,48,19.0,,0.19,9.120000000000001,66,47.0,,0.47,31.02
2021-02-02,58,100.0,,1.0,58.0,93,31.0,,0.31,28.83,82,75.0,,0.75,61.5,52,64.0,,0.64,33.28,55,64.0,,0.64,35.2,80,6.0,,0.06,4.8,24,66.0,,0.66,15.84,39,84.0,,0.84,32.76,92,89.0,,0.89,81.88,0.0,0.0,,0.0,0.0,67,3.0,,0.03,2.01,91,85.0,,0.85,77.35,49,19.0,,0.19,9.31,62,47.0,,0.47,29.139999999999997
2021-02-03,32,100.0,,1.0,32.0,80,31.0,,0.31,24.8,62,75.0,,0.75,46.5,26,64.0,,0.64,16.64,50,64.0,,0.64,32.0,100,6.0,,0.06,6.0,42,66.0,,0.66,27.720000000000002,42,84.0,,0.84,35.28,77,89.0,,0.89,68.53,0.0,0.0,,0.0,0.0,89,3.0,,0.03,2.67,86,85.0,,0.85,73.1,0,19.0,,0.19,0.0,61,47.0,,0.47,28.669999999999998
2021-02-04,40,100.0,,1.0,40.0,100,31.0,,0.31,31.0,93,75.0,,0.75,69.75,46,64.0,,0.64,29.44,48,64.0,,0.64,30.72,20,6.0,,0.06,1.2,39,66.0,,0.66,25.740000000000002,52,84.0,,0.84,43.68,77,89.0,,0.89,68.53,0.0,0.0,,0.0,0.0,79,3.0,,0.03,2.37,91,85.0,,0.85,77.35,0,19.0,,0.19,0.0,81,47.0,,0.47,38.07
2021-02-05,26,100.0,,1.0,26.0,72,31.0,,0.31,22.32,63,75.0,,0.75,47.25,45,64.0,,0.64,28.8,37,64.0,,0.64,23.68,0,6.0,,0.06,0.0,25,66.0,,0.66,16.5,62,84.0,,0.84,52.08,88,89.0,,0.89,78.32000000000001,0.0,0.0,,0.0,0.0,45,3.0,,0.03,1.3499999999999999,93,85.0,,0.85,79.05,99,19.0,,0.19,18.81,44,47.0,,0.47,20.68
2021-02-06,22,100.0,,1.0,22.0,83,31.0,,0.31,25.73,70,75.0,,0.75,52.5,56,64.0,,0.64,35.84,12,64.0,,0.64,7.68,22,6.0,,0.06,1.3199999999999998,35,66.0,,0.66,23.1,47,84.0,,0.84,39.48,38,89.0,,0.89,33.82,0.0,0.0,,0.0,0.0,25,3.0,,0.03,0.75,74,85.0,,0.85,62.9,0,19.0,,0.19,0.0,14,47.0,,0.47,6.58
2021-02-07,19,68.0,False,0.68,12.920000000000002,94,29.0,False,0.29,27.259999999999998,75,68.0,False,0.68,51.00000000000001,52,74.0,False,0.74,38.48,6,56.0,False,0.56,3.3600000000000003,43,2.0,False,0.02,0.86,60,73.0,False,0.73,43.8,63,91.0,False,0.91,57.330000000000005,50,89.0,False,0.89,44.5,0.0,0.0,False,0.0,0.0,48,3.0,False,0.03,1.44,54,80.0,False,0.8,43.2,0,39.0,False,0.39,0.0,20,61.0,False,0.61,12.2
2021-02-08,42,68.0,,0.68,28.560000000000002,93,29.0,,0.29,26.97,69,68.0,,0.68,46.92,56,74.0,,0.74,41.44,36,56.0,,0.56,20.160000000000004,0,2.0,,0.02,0.0,37,73.0,,0.73,27.009999999999998,100,91.0,,0.91,91.0,82,89.0,,0.89,72.98,0.0,0.0,,0.0,0.0,32,3.0,,0.03,0.96,79,80.0,,0.8,63.2,0,39.0,,0.39,0.0,24,61.0,,0.61,14.64
2021-02-09,35,68.0,,0.68,23.8,85,29.0,,0.29,24.65,56,68.0,,0.68,38.080000000000005,46,74.0,,0.74,34.04,44,56.0,,0.56,24.64,21,2.0,,0.02,0.42,22,73.0,,0.73,16.06,40,91.0,,0.91,36.4,85,89.0,,0.89,75.65,0.0,0.0,,0.0,0.0,35,3.0,,0.03,1.05,82,80.0,,0.8,65.60000000000001,51,39.0,,0.39,19.89,57,61.0,,0.61,34.769999999999996
2021-02-10,36,68.0,,0.68,24.48,72,29.0,,0.29,20.88,68,68.0,,0.68,46.24,52,74.0,,0.74,38.48,48,56.0,,0.56,26.880000000000003,0,2.0,,0.02,0.0,14,73.0,,0.73,10.219999999999999,39,91.0,,0.91,35.49,83,89.0,,0.89,73.87,0.0,0.0,,0.0,0.0,56,3.0,,0.03,1.68,84,80.0,,0.8,67.2,50,39.0,,0.39,19.5,56,61.0,,0.61,34.16
2021-02-11,44,68.0,,0.68,29.92,73,29.0,,0.29,21.169999999999998,61,68.0,,0.68,41.480000000000004,44,74.0,,0.74,32.56,46,56.0,,0.56,25.76,0,2.0,,0.02,0.0,39,73.0,,0.73,28.47,42,91.0,,0.91,38.22,73,89.0,,0.89,64.97,0.0,0.0,,0.0,0.0,56,3.0,,0.03,1.68,82,80.0,,0.8,65.60000000000001,49,39.0,,0.39,19.11,74,61.0,,0.61,45.14
2021-02-12,18,68.0,,0.68,12.24,66,29.0,,0.29,19.139999999999997,60,68.0,,0.68,40.800000000000004,43,74.0,,0.74,31.82,38,56.0,,0.56,21.28,41,2.0,,0.02,0.8200000000000001,32,73.0,,0.73,23.36,26,91.0,,0.91,23.66,71,89.0,,0.89,63.19,0.0,0.0,,0.0,0.0,79,3.0,,0.03,2.37,87,80.0,,0.8,69.60000000000001,0,39.0,,0.39,0.0,62,61.0,,0.61,37.82
2021-02-13,29,68.0,,0.68,19.720000000000002,70,29.0,,0.29,20.299999999999997,90,68.0,,0.68,61.2,63,74.0,,0.74,46.62,7,56.0,,0.56,3.9200000000000004,22,2.0,,0.02,0.44,67,73.0,,0.73,48.91,33,91.0,,0.91,30.03,47,89.0,,0.89,41.83,0.0,0.0,,0.0,0.0,100,3.0,,0.03,3.0,76,80.0,,0.8,60.800000000000004,0,39.0,,0.39,0.0,7,61.0,,0.61,4.27
2021-02-14,24,40.0,False,0.4,9.600000000000001,47,21.0,False,0.21,9.87,72,80.0,False,0.8,57.6,69,84.0,False,0.84,57.96,6,50.0,False,0.5,3.0,0,6.0,False,0.06,0.0,23,85.0,False,0.85,19.55,46,61.0,False,0.61,28.06,48,80.0,False,0.8,38.400000000000006,0.0,0.0,False,0.0,0.0,24,3.0,False,0.03,0.72,54,87.0,False,0.87,46.98,0,40.0,False,0.4,0.0,20,69.0,False,0.69,13.799999999999999
2021-02-15,15,40.0,,0.4,6.0,60,21.0,,0.21,12.6,87,80.0,,0.8,69.60000000000001,64,84.0,,0.84,53.76,13,50.0,,0.5,6.5,42,6.0,,0.06,2.52,29,85.0,,0.85,24.65,34,61.0,,0.61,20.74,68,80.0,,0.8,54.400000000000006,0.0,0.0,,0.0,0.0,71,3.0,,0.03,2.13,79,87.0,,0.87,68.73,52,40.0,,0.4,20.8,39,69.0,,0.69,26.909999999999997
2021-02-16,19,40.0,,0.4,7.6000000000000005,51,21.0,,0.21,10.709999999999999,65,80.0,,0.8,52.0,60,84.0,,0.84,50.4,45,50.0,,0.5,22.5,42,6.0,,0.06,2.52,33,85.0,,0.85,28.05,40,61.0,,0.61,24.4,76,80.0,,0.8,60.800000000000004,0.0,0.0,,0.0,0.0,81,3.0,,0.03,2.4299999999999997,93,87.0,,0.87,80.91,0,40.0,,0.4,0.0,58,69.0,,0.69,40.019999999999996
2021-02-17,26,40.0,,0.4,10.4,50,21.0,,0.21,10.5,66,80.0,,0.8,52.800000000000004,39,84.0,,0.84,32.76,49,50.0,,0.5,24.5,41,6.0,,0.06,2.46,39,85.0,,0.85,33.15,56,61.0,,0.61,34.16,64,80.0,,0.8,51.2,0.0,0.0,,0.0,0.0,57,3.0,,0.03,1.71,91,87.0,,0.87,79.17,0,40.0,,0.4,0.0,81,69.0,,0.69,55.88999999999999
2021-02-18,22,40.0,,0.4,8.8,54,21.0,,0.21,11.34,84,80.0,,0.8,67.2,70,84.0,,0.84,58.8,46,50.0,,0.5,23.0,20,6.0,,0.06,1.2,57,85.0,,0.85,48.449999999999996,36,61.0,,0.61,21.96,83,80.0,,0.8,66.4,0.0,0.0,,0.0,0.0,68,3.0,,0.03,2.04,85,87.0,,0.87,73.95,50,40.0,,0.4,20.0,82,69.0,,0.69,56.58
2021-02-19,29,40.0,,0.4,11.600000000000001,53,21.0,,0.21,11.129999999999999,74,80.0,,0.8,59.2,55,84.0,,0.84,46.199999999999996,32,50.0,,0.5,16.0,21,6.0,,0.06,1.26,43,85.0,,0.85,36.55,37,61.0,,0.61,22.57,78,80.0,,0.8,62.400000000000006,0.0,0.0,,0.0,0.0,57,3.0,,0.03,1.71,95,87.0,,0.87,82.65,0,40.0,,0.4,0.0,32,69.0,,0.69,22.08
2021-02-20,18,40.0,,0.4,7.2,54,21.0,,0.21,11.34,93,80.0,,0.8,74.4,66,84.0,,0.84,55.44,8,50.0,,0.5,4.0,23,6.0,,0.06,1.38,100,85.0,,0.85,85.0,55,61.0,,0.61,33.55,47,80.0,,0.8,37.6,0.0,0.0,,0.0,0.0,89,3.0,,0.03,2.67,77,87.0,,0.87,66.99,0,40.0,,0.4,0.0,63,69.0,,0.69,43.47
2021-02-21,23,40.0,False,0.4,9.200000000000001,63,18.0,False,0.18,11.34,100,82.0,False,0.82,82.0,100,100.0,False,1.0,100.0,6,93.0,False,0.93,5.58,0,10.0,False,0.1,0.0,44,100.0,False,1.0,44.0,34,67.0,False,0.67,22.78,41,90.0,False,0.9,36.9,0.0,49.0,False,0.49,0.0,26,3.0,False,0.03,0.78,55,88.0,False,0.88,48.4,0,100.0,False,1.0,0.0,43,83.0,False,0.83,35.69
2021-02-22,22,40.0,,0.4,8.8,50,18.0,,0.18,9.0,75,82.0,,0.82,61.49999999999999,77,100.0,,1.0,77.0,51,93.0,,0.93,47.43,79,10.0,,0.1,7.9,72,100.0,,1.0,72.0,22,67.0,,0.67,14.74,93,90.0,,0.9,83.7,0.0,49.0,,0.49,0.0,66,3.0,,0.03,1.98,84,88.0,,0.88,73.92,0,100.0,,1.0,0.0,60,83.0,,0.83,49.8
2021-02-23,35,40.0,,0.4,14.0,58,18.0,,0.18,10.44,90,82.0,,0.82,73.8,73,100.0,,1.0,73.0,100,93.0,,0.93,93.0,41,10.0,,0.1,4.1000000000000005,43,100.0,,1.0,43.0,50,67.0,,0.67,33.5,100,90.0,,0.9,90.0,0.0,49.0,,0.49,0.0,68,3.0,,0.03,2.04,90,88.0,,0.88,79.2,100,100.0,,1.0,100.0,75,83.0,,0.83,62.25
2021-02-24,16,40.0,,0.4,6.4,56,18.0,,0.18,10.08,70,82.0,,0.82,57.4,45,100.0,,1.0,45.0,81,93.0,,0.93,75.33,100,10.0,,0.1,10.0,63,100.0,,1.0,63.0,45,67.0,,0.67,30.150000000000002,83,90.0,,0.9,74.7,0.0,49.0,,0.49,0.0,56,3.0,,0.03,1.68,93,88.0,,0.88,81.84,0,100.0,,1.0,0.0,80,83.0,,0.83,66.39999999999999
